"gene_id","gene_name","gene_type"
"ENSG00000171045.17","TSNARE1","protein_coding"
"ENSG00000181790.13","ADGRB1","protein_coding"
"ENSG00000198576.4","ARC","protein_coding"
"ENSG00000234616.10","JRK","protein_coding"
"ENSG00000167653.6","PSCA","protein_coding"
"ENSG00000160886.13","LY6K","protein_coding"
"ENSG00000130193.9","THEM6","protein_coding"
"ENSG00000126233.2","SLURP1","protein_coding"
"ENSG00000197353.4","LYPD2","protein_coding"
"ENSG00000284505.1","LYNX1-SLURP2","protein_coding"
"ENSG00000283992.3","SLURP2","protein_coding"
"ENSG00000180155.21","LYNX1","protein_coding"
"ENSG00000167656.5","LY6D","protein_coding"
"ENSG00000104499.7","GML","protein_coding"
"ENSG00000160882.14","CYP11B1","protein_coding"
"ENSG00000179142.3","CYP11B2","protein_coding"
"ENSG00000160932.12","LY6E","protein_coding"
"ENSG00000291309.3","LY6S","protein_coding"
"ENSG00000261667.3","LY6L","protein_coding"
"ENSG00000176956.13","LY6H","protein_coding"
"ENSG00000277494.3","GPIHBP1","protein_coding"
"ENSG00000181638.21","ZFP41","protein_coding"
"ENSG00000264668.2","ENSG00000264668","protein_coding"
"ENSG00000250571.8","GLI4","protein_coding"
"ENSG00000185730.9","ZNF696","protein_coding"
"ENSG00000184428.14","TOP1MT","protein_coding"
"ENSG00000158106.16","RHPN1","protein_coding"
"ENSG00000182759.4","MAFA","protein_coding"
"ENSG00000014164.8","ZC3H3","protein_coding"
"ENSG00000104518.12","GSDMD","protein_coding"
"ENSG00000204839.9","MROH6","protein_coding"
"ENSG00000147813.17","NAPRT","protein_coding"
"ENSG00000104529.20","EEF1D","protein_coding"
"ENSG00000179886.6","TIGD5","protein_coding"
"ENSG00000104524.15","PYCR3","protein_coding"
"ENSG00000104522.17","GFUS","protein_coding"
"ENSG00000183309.13","ZNF623","protein_coding"
"ENSG00000181135.17","ZNF707","protein_coding"
"ENSG00000255181.3","CCDC166","protein_coding"
"ENSG00000181085.16","MAPK15","protein_coding"
"ENSG00000180921.8","FAM83H","protein_coding"
"ENSG00000203499.12","IQANK1","protein_coding"
"ENSG00000180900.21","SCRIB","protein_coding"
"ENSG00000179950.16","PUF60","protein_coding"
"ENSG00000185189.19","NRBP2","protein_coding"
"ENSG00000261150.3","EPPK1","protein_coding"
"ENSG00000178209.18","PLEC","protein_coding"
"ENSG00000178685.15","PARP10","protein_coding"
"ENSG00000178719.18","GRINA","protein_coding"
"ENSG00000186583.12","SPATC1","protein_coding"
"ENSG00000178814.18","OPLAH","protein_coding"
"ENSG00000178896.10","EXOSC4","protein_coding"
"ENSG00000290230.1","ENSG00000290230","protein_coding"
"ENSG00000197858.13","GPAA1","protein_coding"
"ENSG00000179091.6","CYC1","protein_coding"
"ENSG00000179526.18","SHARPIN","protein_coding"
"ENSG00000179632.12","MAF1","protein_coding"
"ENSG00000179698.14","WDR97","protein_coding"
"ENSG00000235173.7","HGH1","protein_coding"
"ENSG00000179832.19","MROH1","protein_coding"
"ENSG00000261236.9","BOP1","protein_coding"
"ENSG00000260428.4","SCX","protein_coding"
"ENSG00000185122.12","HSF1","protein_coding"
"ENSG00000185000.13","DGAT1","protein_coding"
"ENSG00000261678.3","SCRT1","protein_coding"
"ENSG00000185803.13","SLC52A2","protein_coding"
"ENSG00000261587.3","TMEM249","protein_coding"
"ENSG00000271698.1","ENSG00000271698","protein_coding"
"ENSG00000182325.12","FBXL6","protein_coding"
"ENSG00000173137.13","ADCK5","protein_coding"
"ENSG00000071894.18","CPSF1","protein_coding"
"ENSG00000147804.10","SLC39A4","protein_coding"
"ENSG00000160948.15","VPS28","protein_coding"
"ENSG00000160949.19","TONSL","protein_coding"
"ENSG00000187954.15","ZFTRAF1","protein_coding"
"ENSG00000291316.1","TMEM276-ZFTRAF1","protein_coding"
"ENSG00000291317.2","TMEM276","protein_coding"
"ENSG00000167702.14","KIFC2","protein_coding"
"ENSG00000160973.9","FOXH1","protein_coding"
"ENSG00000160972.11","PPP1R16A","protein_coding"
"ENSG00000167701.15","GPT","protein_coding"
"ENSG00000167700.10","MFSD3","protein_coding"
"ENSG00000160957.16","RECQL4","protein_coding"
"ENSG00000160959.9","LRRC14","protein_coding"
"ENSG00000254402.7","LRRC24","protein_coding"
"ENSG00000213563.7","C8orf82","protein_coding"
"ENSG00000147799.13","ARHGAP39","protein_coding"
"ENSG00000198169.10","ZNF251","protein_coding"
"ENSG00000196378.15","ZNF34","protein_coding"
"ENSG00000161016.19","RPL8","protein_coding"
"ENSG00000197363.12","ZNF517","protein_coding"
"ENSG00000147789.17","ZNF7","protein_coding"
"ENSG00000170619.11","COMMD5","protein_coding"
"ENSG00000196150.15","ZNF250","protein_coding"
"ENSG00000170631.16","ZNF16","protein_coding"
"ENSG00000182307.15","C8orf33","protein_coding"
"ENSG00000181404.18","WASHC1","protein_coding"
"ENSG00000170122.6","FOXD4","protein_coding"
"ENSG00000172785.20","ZNG1A","protein_coding"
"ENSG00000107099.18","DOCK8","protein_coding"
"ENSG00000107104.22","KANK1","protein_coding"
"ENSG00000137090.12","DMRT1","protein_coding"
"ENSG00000064218.6","DMRT3","protein_coding"
"ENSG00000173253.17","DMRT2","protein_coding"
"ENSG00000080503.26","SMARCA2","protein_coding"
"ENSG00000147852.18","VLDLR","protein_coding"
"ENSG00000168263.9","KCNV2","protein_coding"
"ENSG00000080608.11","PUM3","protein_coding"
"ENSG00000080298.17","RFX3","protein_coding"
"ENSG00000107249.24","GLIS3","protein_coding"
"ENSG00000106688.13","SLC1A1","protein_coding"
"ENSG00000106686.19","SPATA6L","protein_coding"
"ENSG00000205808.7","PLPP6","protein_coding"
"ENSG00000106993.13","CDC37L1","protein_coding"
"ENSG00000147853.18","AK3","protein_coding"
"ENSG00000120158.12","RCL1","protein_coding"
"ENSG00000096968.15","JAK2","protein_coding"
"ENSG00000120210.8","INSL6","protein_coding"
"ENSG00000120211.4","INSL4","protein_coding"
"ENSG00000107014.9","RLN2","protein_coding"
"ENSG00000107018.8","RLN1","protein_coding"
"ENSG00000107020.11","PLGRKT","protein_coding"
"ENSG00000120217.14","CD274","protein_coding"
"ENSG00000197646.9","PDCD1LG2","protein_coding"
"ENSG00000107036.13","RIC1","protein_coding"
"ENSG00000099219.16","ERMP1","protein_coding"
"ENSG00000183354.12","BRD10","protein_coding"
"ENSG00000120215.10","MLANA","protein_coding"
"ENSG00000137040.10","RANBP6","protein_coding"
"ENSG00000137033.13","IL33","protein_coding"
"ENSG00000170777.11","TPD52L3","protein_coding"
"ENSG00000147854.19","UHRF2","protein_coding"
"ENSG00000178445.11","GLDC","protein_coding"
"ENSG00000107077.22","KDM4C","protein_coding"
"ENSG00000137038.9","DMAC1","protein_coding"
"ENSG00000153707.21","PTPRD","protein_coding"
"ENSG00000107165.13","TYRP1","protein_coding"
"ENSG00000153714.6","LURAP1L","protein_coding"
"ENSG00000107186.18","MPDZ","protein_coding"
"ENSG00000147862.19","NFIB","protein_coding"
"ENSG00000175893.14","ZDHHC21","protein_coding"
"ENSG00000147869.5","CER1","protein_coding"
"ENSG00000164946.21","FREM1","protein_coding"
"ENSG00000155158.21","TTC39B","protein_coding"
"ENSG00000164975.17","SNAPC3","protein_coding"
"ENSG00000164985.16","PSIP1","protein_coding"
"ENSG00000164989.18","CCDC171","protein_coding"
"ENSG00000173068.20","BNC2","protein_coding"
"ENSG00000044459.16","CNTLN","protein_coding"
"ENSG00000107295.11","SH3GL2","protein_coding"
"ENSG00000178031.19","ADAMTSL1","protein_coding"
"ENSG00000155875.15","SAXO1","protein_coding"
"ENSG00000155876.6","RRAGA","protein_coding"
"ENSG00000147874.12","HAUS6","protein_coding"
"ENSG00000147872.11","PLIN2","protein_coding"
"ENSG00000137145.22","DENND4C","protein_coding"
"ENSG00000137154.14","RPS6","protein_coding"
"ENSG00000177076.6","ACER2","protein_coding"
"ENSG00000155886.13","SLC24A2","protein_coding"
"ENSG00000171843.17","MLLT3","protein_coding"
"ENSG00000188352.14","FOCAD","protein_coding"
"ENSG00000188921.15","HACD4","protein_coding"
"ENSG00000171855.7","IFNB1","protein_coding"
"ENSG00000177047.7","IFNW1","protein_coding"
"ENSG00000137080.4","IFNA21","protein_coding"
"ENSG00000236637.5","IFNA4","protein_coding"
"ENSG00000214042.1","IFNA7","protein_coding"
"ENSG00000186803.3","IFNA10","protein_coding"
"ENSG00000147885.4","IFNA16","protein_coding"
"ENSG00000234829.4","IFNA17","protein_coding"
"ENSG00000228083.3","IFNA14","protein_coding"
"ENSG00000147873.6","IFNA5","protein_coding"
"ENSG00000198642.8","KLHL9","protein_coding"
"ENSG00000120235.5","IFNA6","protein_coding"
"ENSG00000233816.4","IFNA13","protein_coding"
"ENSG00000188379.7","IFNA2","protein_coding"
"ENSG00000120242.4","IFNA8","protein_coding"
"ENSG00000197919.6","IFNA1","protein_coding"
"ENSG00000184995.7","IFNE","protein_coding"
"ENSG00000099810.22","MTAP","protein_coding"
"ENSG00000147889.18","CDKN2A","protein_coding"
"ENSG00000147883.13","CDKN2B","protein_coding"
"ENSG00000176399.4","DMRTA1","protein_coding"
"ENSG00000107105.16","ELAVL2","protein_coding"
"ENSG00000205442.13","IZUMO3","protein_coding"
"ENSG00000198680.6","TUSC1","protein_coding"
"ENSG00000120159.14","CAAP1","protein_coding"
"ENSG00000137055.16","PLAA","protein_coding"
"ENSG00000096872.18","IFT74","protein_coding"
"ENSG00000184434.9","LRRC19","protein_coding"
"ENSG00000120156.23","TEK","protein_coding"
"ENSG00000120160.11","EQTN","protein_coding"
"ENSG00000120162.11","MOB3B","protein_coding"
"ENSG00000147896.4","IFNK","protein_coding"
"ENSG00000147894.18","C9orf72","protein_coding"
"ENSG00000174482.11","LINGO2","protein_coding"
"ENSG00000122729.20","ACO1","protein_coding"
"ENSG00000107201.13","RIGI","protein_coding"
"ENSG00000288684.1","ENSG00000288684","protein_coding"
"ENSG00000197579.9","TOPORS","protein_coding"
"ENSG00000235453.13","SMIM27","protein_coding"
"ENSG00000165264.12","NDUFB6","protein_coding"
"ENSG00000122728.6","TAF1L","protein_coding"
"ENSG00000188133.7","TMEM215","protein_coding"
"ENSG00000137074.21","APTX","protein_coding"
"ENSG00000086061.17","DNAJA1","protein_coding"
"ENSG00000122692.10","SMU1","protein_coding"
"ENSG00000086062.15","B4GALT1","protein_coding"
"ENSG00000122711.9","SPINK4","protein_coding"
"ENSG00000107262.26","BAG1","protein_coding"
"ENSG00000086065.15","CHMP5","protein_coding"
"ENSG00000086102.20","NFX1","protein_coding"
"ENSG00000165269.14","AQP7","protein_coding"
"ENSG00000165272.17","AQP3","protein_coding"
"ENSG00000165271.18","NOL6","protein_coding"
"ENSG00000230453.11","ANKRD18B","protein_coding"
"ENSG00000010438.17","PRSS3","protein_coding"
"ENSG00000107341.6","UBE2R2","protein_coding"
"ENSG00000137073.25","UBAP2","protein_coding"
"ENSG00000198876.14","DCAF12","protein_coding"
"ENSG00000165006.15","UBAP1","protein_coding"
"ENSG00000186638.18","KIF24","protein_coding"
"ENSG00000164978.20","NUDT2","protein_coding"
"ENSG00000164976.10","MYORG","protein_coding"
"ENSG00000164972.14","SPMIP6","protein_coding"
"ENSG00000164970.16","FAM219A","protein_coding"
"ENSG00000122735.17","DNAI1","protein_coding"
"ENSG00000168913.8","ENHO","protein_coding"
"ENSG00000122756.16","CNTFR","protein_coding"
"ENSG00000164967.11","RPP25L","protein_coding"
"ENSG00000137100.17","DCTN3","protein_coding"
"ENSG00000205143.6","ARID3C","protein_coding"
"ENSG00000147955.19","SIGMAR1","protein_coding"
"ENSG00000213930.13","GALT","protein_coding"
"ENSG00000258728.2","ENSG00000258728","protein_coding"
"ENSG00000137070.20","IL11RA","protein_coding"
"ENSG00000213927.4","CCL27","protein_coding"
"ENSG00000187186.16","ENSG00000187186","protein_coding"
"ENSG00000172724.12","CCL19","protein_coding"
"ENSG00000137077.10","CCL21","protein_coding"
"ENSG00000205108.6","SPATA31F1","protein_coding"
"ENSG00000187791.13","SPATA31F3","protein_coding"
"ENSG00000122733.13","PHF24","protein_coding"
"ENSG00000137094.16","DNAJB5","protein_coding"
"ENSG00000174038.13","SPATA31G1","protein_coding"
"ENSG00000165280.19","VCP","protein_coding"
"ENSG00000288699.1","ENSG00000288699","protein_coding"
"ENSG00000221829.12","FANCG","protein_coding"
"ENSG00000165282.17","PIGO","protein_coding"
"ENSG00000165283.17","STOML2","protein_coding"
"ENSG00000005238.21","ATOSB","protein_coding"
"ENSG00000198722.16","UNC13B","protein_coding"
"ENSG00000198853.13","RUSC2","protein_coding"
"ENSG00000215187.13","CIMIP2B","protein_coding"
"ENSG00000107140.18","TESK1","protein_coding"
"ENSG00000137101.14","CD72","protein_coding"
"ENSG00000137078.11","SIT1","protein_coding"
"ENSG00000159884.12","CCDC107","protein_coding"
"ENSG00000137135.19","ARHGEF39","protein_coding"
"ENSG00000107159.15","CA9","protein_coding"
"ENSG00000198467.17","TPM2","protein_coding"
"ENSG00000137076.23","TLN1","protein_coding"
"ENSG00000107175.13","CREB3","protein_coding"
"ENSG00000070610.15","GBA2","protein_coding"
"ENSG00000107185.11","RGP1","protein_coding"
"ENSG00000215183.5","MSMP","protein_coding"
"ENSG00000159899.17","NPR2","protein_coding"
"ENSG00000137098.15","SPAG8","protein_coding"
"ENSG00000137133.12","HINT2","protein_coding"
"ENSG00000285645.1","ENSG00000285645","protein_coding"
"ENSG00000137103.21","TMEM8B","protein_coding"
"ENSG00000204930.10","FAM221B","protein_coding"
"ENSG00000168828.6","OR13J1","protein_coding"
"ENSG00000196196.3","HRCT1","protein_coding"
"ENSG00000235387.6","SPAAR","protein_coding"
"ENSG00000278889.4","OR2S2","protein_coding"
"ENSG00000243641.3","OR13C7","protein_coding"
"ENSG00000122707.13","RECK","protein_coding"
"ENSG00000122694.17","GLIPR2","protein_coding"
"ENSG00000185972.6","CCIN","protein_coding"
"ENSG00000122705.19","CLTA","protein_coding"
"ENSG00000159921.21","GNE","protein_coding"
"ENSG00000137075.18","RNF38","protein_coding"
"ENSG00000165304.9","MELK","protein_coding"
"ENSG00000196092.14","PAX5","protein_coding"
"ENSG00000147905.19","ZCCHC7","protein_coding"
"ENSG00000137106.19","GRHPR","protein_coding"
"ENSG00000168795.6","ZBTB5","protein_coding"
"ENSG00000137054.17","POLR1E","protein_coding"
"ENSG00000147912.14","FBXO10","protein_coding"
"ENSG00000256966.6","ENSG00000256966","protein_coding"
"ENSG00000175768.14","TOMM5","protein_coding"
"ENSG00000255872.3","ENSG00000255872","protein_coding"
"ENSG00000070601.10","FRMPD1","protein_coding"
"ENSG00000165275.11","TRMT10B","protein_coding"
"ENSG00000107371.15","EXOSC3","protein_coding"
"ENSG00000122741.17","DCAF10","protein_coding"
"ENSG00000122696.15","SLC25A51","protein_coding"
"ENSG00000107338.11","SHB","protein_coding"
"ENSG00000137124.9","ALDH1B1","protein_coding"
"ENSG00000137142.6","IGFBPL1","protein_coding"
"ENSG00000180071.21","ANKRD18A","protein_coding"
"ENSG00000283329.2","FAM240B","protein_coding"
"ENSG00000106714.19","CNTNAP3","protein_coding"
"ENSG00000204849.10","SPATA31A1","protein_coding"
"ENSG00000273514.2","FOXD4L6","protein_coding"
"ENSG00000215126.13","ZNG1F","protein_coding"
"ENSG00000154529.16","CNTNAP3B","protein_coding"
"ENSG00000185775.10","SPATA31A6","protein_coding"
"ENSG00000276581.3","SPATA31A5","protein_coding"
"ENSG00000276040.5","SPATA31A7","protein_coding"
"ENSG00000283378.1","CNTNAP3C","protein_coding"
"ENSG00000204779.2","FOXD4L5","protein_coding"
"ENSG00000147996.18","ZNG1E","protein_coding"
"ENSG00000184659.6","FOXD4L4","protein_coding"
"ENSG00000274349.6","ZNF658","protein_coding"
"ENSG00000275969.3","SPATA31A3","protein_coding"
"ENSG00000260691.8","ANKRD20A1","protein_coding"
"ENSG00000196873.17","ZNG1C","protein_coding"
"ENSG00000187559.6","FOXD4L3","protein_coding"
"ENSG00000154330.14","PGM5","protein_coding"
"ENSG00000181778.5","TMEM252","protein_coding"
"ENSG00000107242.21","PIP5K1B","protein_coding"
"ENSG00000187866.10","PABIR1","protein_coding"
"ENSG00000165059.8","PRKACG","protein_coding"
"ENSG00000285130.2","ENSG00000285130","protein_coding"
"ENSG00000165060.16","FXN","protein_coding"
"ENSG00000119139.22","TJP2","protein_coding"
"ENSG00000135063.21","ENTREP1","protein_coding"
"ENSG00000107282.9","APBA1","protein_coding"
"ENSG00000188647.14","PTAR1","protein_coding"
"ENSG00000204711.10","CFAP95","protein_coding"
"ENSG00000165072.11","MAMDC2","protein_coding"
"ENSG00000198887.10","SMC5","protein_coding"
"ENSG00000119138.5","KLF9","protein_coding"
"ENSG00000083067.27","TRPM3","protein_coding"
"ENSG00000135048.15","CEMIP2","protein_coding"
"ENSG00000107362.15","ABHD17B","protein_coding"
"ENSG00000155621.16","C9orf85","protein_coding"
"ENSG00000204669.11","C9orf57","protein_coding"
"ENSG00000119125.18","GDA","protein_coding"
"ENSG00000107372.14","ZFAND5","protein_coding"
"ENSG00000165091.18","TMC1","protein_coding"
"ENSG00000165092.14","ALDH1A1","protein_coding"
"ENSG00000135046.16","ANXA1","protein_coding"
"ENSG00000198963.11","RORB","protein_coding"
"ENSG00000119121.23","TRPM6","protein_coding"
"ENSG00000135045.7","C9orf40","protein_coding"
"ENSG00000156017.14","CARNMT1","protein_coding"
"ENSG00000106733.22","NMRK1","protein_coding"
"ENSG00000134996.13","OSTF1","protein_coding"
"ENSG00000099139.15","PCSK5","protein_coding"
"ENSG00000135002.12","RFK","protein_coding"
"ENSG00000187210.15","GCNT1","protein_coding"
"ENSG00000106772.20","PRUNE2","protein_coding"
"ENSG00000204612.2","FOXB2","protein_coding"
"ENSG00000197969.14","VPS13A","protein_coding"
"ENSG00000156049.7","GNA14","protein_coding"
"ENSG00000156052.12","GNAQ","protein_coding"
"ENSG00000148019.15","CEP78","protein_coding"
"ENSG00000135069.15","PSAT1","protein_coding"
"ENSG00000106829.22","TLE4","protein_coding"
"ENSG00000196781.17","TLE1","protein_coding"
"ENSG00000189357.9","SPATA31D4","protein_coding"
"ENSG00000186788.14","SPATA31D3","protein_coding"
"ENSG00000214929.4","SPATA31D1","protein_coding"
"ENSG00000165105.11","RASEF","protein_coding"
"ENSG00000172159.17","FRMD3","protein_coding"
"ENSG00000148057.17","IDNK","protein_coding"
"ENSG00000135018.15","UBQLN1","protein_coding"
"ENSG00000165113.14","GKAP1","protein_coding"
"ENSG00000165115.16","KIF27","protein_coding"
"ENSG00000165118.15","QNG1","protein_coding"
"ENSG00000165119.24","HNRNPK","protein_coding"
"ENSG00000178966.18","RMI1","protein_coding"
"ENSG00000197506.8","SLC28A3","protein_coding"
"ENSG00000148053.19","NTRK2","protein_coding"
"ENSG00000135049.17","AGTPBP1","protein_coding"
"ENSG00000135040.17","NAA35","protein_coding"
"ENSG00000135052.17","GOLM1","protein_coding"
"ENSG00000187753.13","C9orf153","protein_coding"
"ENSG00000135070.15","ISCA1","protein_coding"
"ENSG00000083223.19","TUT7","protein_coding"
"ENSG00000180447.7","GAS1","protein_coding"
"ENSG00000196730.14","DAPK1","protein_coding"
"ENSG00000135047.17","CTSL","protein_coding"
"ENSG00000177992.10","SPATA31E1","protein_coding"
"ENSG00000230246.9","SPATA31C1","protein_coding"
"ENSG00000283205.1","ENSG00000283205","protein_coding"
"ENSG00000156345.19","CDK20","protein_coding"
"ENSG00000177910.9","SPATA31C2","protein_coding"
"ENSG00000106723.18","SPIN1","protein_coding"
"ENSG00000130045.18","NXNL2","protein_coding"
"ENSG00000213694.8","S1PR3","protein_coding"
"ENSG00000148082.10","SHC3","protein_coding"
"ENSG00000123975.6","CKS2","protein_coding"
"ENSG00000187742.16","SECISBP2","protein_coding"
"ENSG00000187764.13","SEMA4D","protein_coding"
"ENSG00000130222.12","GADD45G","protein_coding"
"ENSG00000165023.7","DIRAS2","protein_coding"
"ENSG00000165025.16","SYK","protein_coding"
"ENSG00000148090.13","AUH","protein_coding"
"ENSG00000165030.6","NFIL3","protein_coding"
"ENSG00000169071.16","ROR2","protein_coding"
"ENSG00000090054.17","SPTLC1","protein_coding"
"ENSG00000196305.20","IARS1","protein_coding"
"ENSG00000198000.13","NOL8","protein_coding"
"ENSG00000188312.15","CENPP","protein_coding"
"ENSG00000106809.12","OGN","protein_coding"
"ENSG00000127083.9","OMD","protein_coding"
"ENSG00000106819.14","ASPN","protein_coding"
"ENSG00000106823.14","ECM2","protein_coding"
"ENSG00000127080.11","IPPK","protein_coding"
"ENSG00000185963.14","BICD2","protein_coding"
"ENSG00000127081.16","ZNF484","protein_coding"
"ENSG00000127084.20","FGD3","protein_coding"
"ENSG00000157303.12","SUSD3","protein_coding"
"ENSG00000165233.19","CARD19","protein_coding"
"ENSG00000131669.11","NINJ1","protein_coding"
"ENSG00000165238.18","WNK2","protein_coding"
"ENSG00000188938.17","FAM120AOS","protein_coding"
"ENSG00000048828.19","FAM120A","protein_coding"
"ENSG00000197724.13","PHF2","protein_coding"
"ENSG00000131668.14","BARX1","protein_coding"
"ENSG00000158079.16","PTPDC1","protein_coding"
"ENSG00000175787.19","ZNF169","protein_coding"
"ENSG00000130950.15","NUTM2F","protein_coding"
"ENSG00000148110.18","MFSD14B","protein_coding"
"ENSG00000130957.5","FBP2","protein_coding"
"ENSG00000165140.13","FBP1","protein_coding"
"ENSG00000148120.20","AOPEP","protein_coding"
"ENSG00000158169.15","FANCC","protein_coding"
"ENSG00000185920.19","PTCH1","protein_coding"
"ENSG00000182150.21","ERCC6L2","protein_coding"
"ENSG00000130948.10","HSD17B3","protein_coding"
"ENSG00000285269.2","ENSG00000285269","protein_coding"
"ENSG00000130958.14","SLC35D2","protein_coding"
"ENSG00000165244.7","ZNF367","protein_coding"
"ENSG00000130956.15","HABP4","protein_coding"
"ENSG00000081377.18","CDC14B","protein_coding"
"ENSG00000158122.13","PRXL2C","protein_coding"
"ENSG00000081386.14","ZNF510","protein_coding"
"ENSG00000196597.14","ZNF782","protein_coding"
"ENSG00000188152.13","NUTM2G","protein_coding"
"ENSG00000136943.13","CTSV","protein_coding"
"ENSG00000197816.17","CCDC180","protein_coding"
"ENSG00000196116.9","TDRD7","protein_coding"
"ENSG00000136842.15","TMOD1","protein_coding"
"ENSG00000136925.16","TSTD2","protein_coding"
"ENSG00000136937.14","NCBP1","protein_coding"
"ENSG00000136936.12","XPA","protein_coding"
"ENSG00000178919.9","FOXE1","protein_coding"
"ENSG00000136932.17","TRMO","protein_coding"
"ENSG00000136929.13","HEMGN","protein_coding"
"ENSG00000136938.10","ANP32B","protein_coding"
"ENSG00000095380.12","NANS","protein_coding"
"ENSG00000106785.16","TRIM14","protein_coding"
"ENSG00000106789.14","CORO2A","protein_coding"
"ENSG00000095383.20","TBC1D2","protein_coding"
"ENSG00000136928.8","GABBR2","protein_coding"
"ENSG00000165138.19","ANKS6","protein_coding"
"ENSG00000119514.8","GALNT12","protein_coding"
"ENSG00000204291.13","COL15A1","protein_coding"
"ENSG00000106799.16","TGFBR1","protein_coding"
"ENSG00000119523.11","ALG2","protein_coding"
"ENSG00000106803.11","SEC61B","protein_coding"
"ENSG00000119508.18","NR4A3","protein_coding"
"ENSG00000136874.12","STX17","protein_coding"
"ENSG00000023318.10","ERP44","protein_coding"
"ENSG00000119509.14","INVS","protein_coding"
"ENSG00000136891.15","TEX10","protein_coding"
"ENSG00000066697.16","MSANTD3","protein_coding"
"ENSG00000251349.3","MSANTD3-TMEFF1","protein_coding"
"ENSG00000241697.6","TMEFF1","protein_coding"
"ENSG00000170681.8","CAVIN4","protein_coding"
"ENSG00000148123.16","PLPPR1","protein_coding"
"ENSG00000136881.13","BAAT","protein_coding"
"ENSG00000136897.8","MRPL50","protein_coding"
"ENSG00000136870.11","ZNF189","protein_coding"
"ENSG00000136872.22","ALDOB","protein_coding"
"ENSG00000165152.10","PGAP4","protein_coding"
"ENSG00000155827.13","RNF20","protein_coding"
"ENSG00000198785.7","GRIN3A","protein_coding"
"ENSG00000188386.8","PPP3R2","protein_coding"
"ENSG00000155833.15","CYLC2","protein_coding"
"ENSG00000136824.20","SMC2","protein_coding"
"ENSG00000186881.3","OR13F1","protein_coding"
"ENSG00000148136.5","OR13C4","protein_coding"
"ENSG00000204246.4","OR13C3","protein_coding"
"ENSG00000186943.1","OR13C8","protein_coding"
"ENSG00000277556.1","OR13C5","protein_coding"
"ENSG00000276119.1","OR13C2","protein_coding"
"ENSG00000136839.1","OR13C9","protein_coding"
"ENSG00000179055.8","OR13D1","protein_coding"
"ENSG00000136783.11","NIPSNAP3A","protein_coding"
"ENSG00000165028.13","NIPSNAP3B","protein_coding"
"ENSG00000165029.17","ABCA1","protein_coding"
"ENSG00000070214.18","SLC44A1","protein_coding"
"ENSG00000106701.14","FSD1L","protein_coding"
"ENSG00000106692.16","FKTN","protein_coding"
"ENSG00000186051.7","TAL2","protein_coding"
"ENSG00000095209.13","TMEM38B","protein_coding"
"ENSG00000148143.14","ZNF462","protein_coding"
"ENSG00000119318.14","RAD23B","protein_coding"
"ENSG00000136826.16","KLF4","protein_coding"
"ENSG00000148156.8","ACTL7B","protein_coding"
"ENSG00000187003.7","ACTL7A","protein_coding"
"ENSG00000070061.17","ELP1","protein_coding"
"ENSG00000119328.13","ABITRAM","protein_coding"
"ENSG00000119326.16","CTNNAL1","protein_coding"
"ENSG00000106771.14","TMEM245","protein_coding"
"ENSG00000260230.5","FRRS1L","protein_coding"
"ENSG00000095203.16","EPB41L4B","protein_coding"
"ENSG00000070159.15","PTPN3","protein_coding"
"ENSG00000157654.20","PALM2AKAP2","protein_coding"
"ENSG00000188959.10","C9orf152","protein_coding"
"ENSG00000136810.14","TXN","protein_coding"
"ENSG00000204193.12","TXNDC8","protein_coding"
"ENSG00000165124.19","SVEP1","protein_coding"
"ENSG00000030304.15","MUSK","protein_coding"
"ENSG00000198121.16","LPAR1","protein_coding"
"ENSG00000171133.4","OR2K2","protein_coding"
"ENSG00000136813.16","ECPAS","protein_coding"
"ENSG00000173258.14","ZNF483","protein_coding"
"ENSG00000106853.21","PTGR1","protein_coding"
"ENSG00000059769.21","DNAJC25","protein_coding"
"ENSG00000244115.1","DNAJC25-GNG10","protein_coding"
"ENSG00000242616.5","GNG10","protein_coding"
"ENSG00000165181.17","SHOC1","protein_coding"
"ENSG00000148154.11","UGCG","protein_coding"
"ENSG00000106868.18","SUSD1","protein_coding"
"ENSG00000119314.18","PTBP3","protein_coding"
"ENSG00000119471.16","HSDL2","protein_coding"
"ENSG00000165185.16","KIAA1958","protein_coding"
"ENSG00000148153.15","INIP","protein_coding"
"ENSG00000148158.18","SNX30","protein_coding"
"ENSG00000119457.9","SLC46A2","protein_coding"
"ENSG00000228623.10","ZNF883","protein_coding"
"ENSG00000136866.15","ZFP37","protein_coding"
"ENSG00000136867.11","SLC31A2","protein_coding"
"ENSG00000119321.11","FKBP15","protein_coding"
"ENSG00000136868.12","SLC31A1","protein_coding"
"ENSG00000176386.10","CDC26","protein_coding"
"ENSG00000136875.14","PRPF4","protein_coding"
"ENSG00000165188.15","RNF183","protein_coding"
"ENSG00000148225.18","WDR31","protein_coding"
"ENSG00000119411.12","BSPRY","protein_coding"
"ENSG00000119431.11","HDHD3","protein_coding"
"ENSG00000148218.17","ALAD","protein_coding"
"ENSG00000148229.14","POLE3","protein_coding"
"ENSG00000157653.13","C9orf43","protein_coding"
"ENSG00000138835.24","RGS3","protein_coding"
"ENSG00000157657.16","ZNF618","protein_coding"
"ENSG00000106927.13","AMBP","protein_coding"
"ENSG00000136883.17","KIF12","protein_coding"
"ENSG00000196739.15","COL27A1","protein_coding"
"ENSG00000229314.7","ORM1","protein_coding"
